Date,Location,MinTemp,MaxTemp,Temperature,Humidity,Pressure,WindSpeed,WindDir,CloudCover,SunshineHours,Rainfall,RainToday,RainTomorrow
2015-10-26,Belagavi,8.9,18.9,12.6,68.0,1026.8,20.2,NE,67.8,3.3,0.0,No,No
2015-10-27,Hubballi,6.1,18.8,11.9,82.1,1016.8,20.0,SW,59.5,4.7,11.7,Yes,Yes
2015-10-28,Belagavi,8.9,20.9,15.3,71.5,1022.7,18.9,SE,63.1,6.5,0.5,No,No
2015-10-29,Mangaluru,10.3,18.2,13.9,65.6,1013.4,22.0,S,50.8,5.0,11.1,Yes,Yes
2015-10-30,Hubballi,16.2,26.4,21.0,,1014.8,20.1,N,61.8,6.1,6.8,Yes,Yes
2015-10-31,Mangaluru,-2.0,7.6,4.4,62.8,1020.1,23.4,S,51.4,4.1,3.1,Yes,Yes
2015-11-01,Bengaluru,15.7,24.3,19.5,73.3,1022.2,14.8,W,51.5,4.3,0.0,No,No
2015-11-02,Bengaluru,15.4,26.1,20.2,80.6,1023.7,20.8,NE,31.9,9.6,0.0,No,No
2015-11-03,Bengaluru,1.5,10.1,7.0,53.1,,21.7,SW,34.7,7.1,0.0,No,No
2015-11-04,Bengaluru,10.6,19.4,14.0,78.3,1017.7,19.9,E,60.0,4.4,4.7,Yes,Yes
2015-11-05,Mangaluru,10.1,19.3,13.9,59.7,1023.9,20.4,SW,45.1,7.9,0.0,No,No
2015-11-06,Mangaluru,5.0,13.6,9.9,82.1,1016.2,14.7,NE,55.5,6.9,4.7,Yes,Yes
2015-11-07,Mysuru,8.0,17.7,12.5,60.5,1022.3,22.4,SW,44.4,7.4,7.5,Yes,Yes
2015-11-08,Mysuru,6.9,15.8,11.2,80.2,1018.8,23.6,SW,44.1,5.6,1.3,Yes,Yes
2015-11-09,Mangaluru,19.6,27.7,22.7,85.0,1019.9,22.9,SW,51.6,5.4,8.4,Yes,Yes
2015-11-10,Bengaluru,12.9,23.9,19.6,81.9,1019.7,25.0,SE,53.2,5.9,6.3,Yes,Yes
2015-11-11,Mysuru,14.5,27.2,21.0,74.4,1009.5,21.6,S,54.8,6.3,10.7,Yes,Yes
2015-11-12,Hubballi,14.3,23.4,18.9,68.5,1011.9,22.7,SE,58.3,4.5,3.5,Yes,Yes
2015-11-13,Mangaluru,7.9,17.7,11.6,64.2,1017.9,21.3,SW,48.0,6.2,0.0,No,No
2015-11-14,Hubballi,10.8,17.4,14.1,88.5,1008.9,23.4,N,45.0,6.6,14.5,Yes,Yes
2015-11-15,Bengaluru,14.8,22.4,18.2,62.3,1021.4,14.3,S,29.0,9.1,0.0,No,No
2015-11-16,Mangaluru,6.1,16.1,11.5,58.1,1021.6,16.9,S,87.2,3.6,13.5,Yes,No
2015-11-17,Mysuru,13.4,24.0,19.3,78.3,1018.8,26.8,,39.4,4.9,10.3,Yes,Yes
2015-11-18,Mysuru,12.0,20.4,15.6,60.6,1011.5,10.5,E,41.5,6.3,4.1,Yes,No
2015-11-19,Hubballi,11.7,20.8,15.2,58.6,1023.9,19.8,S,56.2,4.2,0.0,No,Yes
2015-11-20,Mangaluru,13.9,24.9,19.6,52.4,1027.1,24.9,,51.4,6.4,0.0,No,No
2015-11-21,Bengaluru,13.6,23.8,18.7,63.8,1017.6,19.8,W,58.3,6.2,5.9,Yes,Yes
2015-11-22,Belagavi,11.1,21.9,15.6,68.4,1019.3,18.5,S,45.7,6.3,0.0,No,No
2015-11-23,Belagavi,15.8,25.5,21.7,72.1,1017.7,20.6,SW,57.4,4.9,4.5,Yes,Yes
2015-11-24,Bengaluru,8.1,19.3,12.9,80.4,1019.2,18.6,NE,58.1,5.2,0.0,No,Yes
2015-11-25,Mysuru,14.9,26.0,19.8,75.1,1015.9,20.0,N,50.4,6.1,8.9,Yes,Yes
2015-11-26,Belagavi,16.8,23.6,19.8,66.3,1016.2,17.1,S,55.2,4.6,0.0,No,No
2015-11-27,Bengaluru,12.1,21.8,16.3,66.0,1020.9,24.2,W,67.2,2.9,5.7,Yes,Yes
2015-11-28,Hubballi,16.0,22.9,19.0,74.2,1028.0,25.4,SE,54.4,3.0,7.3,Yes,Yes
2015-11-29,Mysuru,6.1,19.6,12.8,83.2,1009.2,19.1,W,58.0,6.7,10.6,Yes,Yes
2015-11-30,Bengaluru,17.4,26.6,21.6,69.2,,14.0,NE,68.7,4.9,15.9,Yes,Yes
2015-12-01,Hubballi,13.6,21.1,17.3,61.8,1010.1,17.4,SE,64.2,5.1,2.6,Yes,No
2015-12-02,Mangaluru,12.7,21.6,16.1,55.3,1023.9,18.7,NW,70.9,5.6,4.6,Yes,No
2015-12-03,Belagavi,19.3,28.3,22.5,49.7,1012.9,21.4,SE,18.5,6.9,0.0,No,No
2015-12-04,Belagavi,9.0,21.0,15.6,74.8,1008.5,15.2,W,68.5,2.2,19.5,Yes,Yes
2015-12-05,Belagavi,9.2,16.8,12.9,73.5,1018.8,16.1,,63.4,5.2,12.8,Yes,Yes
2015-12-06,Bengaluru,6.9,18.3,12.4,73.2,1024.2,21.1,N,41.0,6.9,2.4,Yes,No
2015-12-07,Mangaluru,15.6,27.9,21.2,64.5,1018.7,22.8,W,54.6,3.4,0.0,No,No
2015-12-08,Bengaluru,9.5,20.6,13.8,82.7,1016.4,16.5,W,73.9,4.3,5.9,Yes,Yes
2015-12-09,Bengaluru,19.7,31.7,26.0,,1017.3,13.5,NW,36.5,6.5,0.0,No,Yes
2015-12-10,Mangaluru,7.0,17.2,10.8,76.8,1022.2,31.9,SE,62.4,3.8,13.7,Yes,Yes
2015-12-11,Hubballi,22.8,33.0,26.1,64.7,1010.7,21.8,W,63.9,4.3,8.6,Yes,Yes
2015-12-12,Mysuru,17.0,23.4,20.2,57.6,1014.4,17.6,NE,32.0,4.4,0.0,No,No
2015-12-13,Belagavi,14.9,24.1,19.1,71.7,,22.0,NW,51.6,5.0,0.0,No,Yes
2015-12-14,Mangaluru,12.6,21.6,17.5,69.3,1008.9,18.0,N,57.2,4.4,16.0,Yes,No
2015-12-15,Hubballi,15.9,26.3,21.4,68.4,1013.0,21.8,NE,40.4,7.3,5.2,Yes,Yes
2015-12-16,Mangaluru,13.9,26.4,19.8,64.9,1020.1,18.9,SE,37.8,6.7,0.0,No,No
2015-12-17,Mysuru,20.8,31.4,24.5,63.2,1017.3,18.6,N,48.2,6.7,0.0,No,Yes
2015-12-18,Mangaluru,14.9,27.3,20.6,92.0,1017.6,17.7,NW,73.8,0.8,13.3,Yes,Yes
2015-12-19,Mangaluru,17.2,24.7,20.9,77.3,1015.0,12.3,S,65.6,3.5,0.0,No,Yes
2015-12-20,Hubballi,12.0,25.2,19.0,71.6,1016.8,25.7,SE,40.7,7.3,1.0,Yes,Yes
2015-12-21,Belagavi,13.5,26.6,20.4,64.0,1010.0,14.1,SE,60.4,4.6,21.6,Yes,Yes
2015-12-22,Belagavi,18.6,27.3,22.0,74.5,1012.4,12.4,W,42.2,7.5,0.0,No,Yes
2015-12-23,Hubballi,8.4,19.9,14.0,68.3,1014.8,16.9,SW,28.2,5.5,0.0,No,Yes
2015-12-24,Hubballi,9.0,22.2,15.6,62.2,1015.1,13.8,SW,44.4,7.2,8.1,Yes,Yes
2015-12-25,Bengaluru,20.8,31.1,24.1,58.0,1015.2,17.3,E,65.0,3.8,8.4,Yes,Yes
2015-12-26,Bengaluru,18.5,25.1,22.0,60.4,1012.8,20.2,NW,59.0,4.2,3.3,Yes,Yes
2015-12-27,Mysuru,16.3,24.7,20.7,23.1,1011.6,21.3,NE,34.2,8.3,0.0,No,No
2015-12-28,Bengaluru,18.2,28.4,21.6,63.4,1029.1,20.5,S,44.1,7.7,0.0,No,No
2015-12-29,Bengaluru,16.5,27.4,23.1,54.7,1017.8,16.0,N,41.0,7.8,0.0,No,No
2015-12-30,Mangaluru,13.2,23.1,19.7,79.4,1015.2,17.3,SE,58.4,7.6,11.2,Yes,Yes
2015-12-31,Mangaluru,12.1,23.1,18.9,60.3,1011.9,18.7,SE,33.1,8.8,4.7,Yes,No
2016-01-01,Hubballi,19.1,28.0,22.9,45.5,1010.6,9.9,S,38.0,,0.0,No,No
2016-01-02,Belagavi,15.2,22.9,18.4,58.9,1012.1,19.1,SE,45.3,6.4,0.0,No,Yes
2016-01-03,Mysuru,19.3,30.2,24.0,46.7,1014.2,10.9,W,23.4,7.6,0.0,No,No
2016-01-04,Bengaluru,9.2,21.2,15.7,64.6,1003.2,24.8,NE,38.3,9.2,5.7,Yes,Yes
2016-01-05,Mangaluru,21.3,31.5,26.8,62.2,1004.6,15.0,N,56.0,6.7,12.1,Yes,No
2016-01-06,Belagavi,17.7,31.7,24.7,69.9,1009.2,15.7,W,53.1,5.3,11.3,Yes,No
2016-01-07,Bengaluru,17.4,30.5,24.0,48.7,1013.3,13.3,S,39.9,,0.0,No,No
2016-01-08,Belagavi,22.5,33.5,27.0,58.4,1011.0,13.8,S,34.7,5.6,0.0,No,Yes
2016-01-09,Mangaluru,26.7,35.2,29.9,41.3,1019.5,25.3,,65.2,4.9,0.0,No,No
2016-01-10,Hubballi,24.4,33.5,27.4,65.9,1004.6,19.9,SW,38.8,5.6,10.4,Yes,Yes
2016-01-11,Bengaluru,10.6,20.5,16.1,63.4,1008.1,9.9,E,54.1,3.5,5.0,Yes,No
2016-01-12,Bengaluru,11.9,22.8,18.5,62.9,1019.4,22.0,N,42.8,7.4,0.0,No,Yes
2016-01-13,Mysuru,16.5,27.8,21.3,56.7,1012.3,20.7,S,48.2,7.1,0.0,No,No
2016-01-14,Bengaluru,17.5,29.4,24.0,61.4,1016.0,14.7,NW,56.4,5.8,5.4,Yes,No
2016-01-15,Mangaluru,20.8,30.5,26.1,75.4,1021.7,17.0,W,34.6,6.9,1.3,Yes,No
2016-01-16,Belagavi,17.9,27.7,21.3,52.5,1007.9,15.6,SE,45.9,4.7,0.0,No,Yes
2016-01-17,Belagavi,18.9,29.8,25.1,57.3,1010.8,23.4,NW,65.8,3.1,2.1,Yes,No
2016-01-18,Hubballi,16.4,26.0,21.4,42.4,1009.8,12.3,W,68.4,3.1,0.0,No,Yes
2016-01-19,Hubballi,18.9,25.2,22.1,44.8,1001.3,16.0,SW,41.0,6.3,0.0,No,No
2016-01-20,Mangaluru,12.8,24.8,19.1,56.1,1009.4,13.6,NW,48.1,7.3,0.0,No,Yes
2016-01-21,Belagavi,15.1,26.3,21.1,67.9,1015.3,9.5,N,85.3,4.2,18.3,Yes,No
2016-01-22,Hubballi,14.7,23.8,19.5,51.4,1013.5,23.9,NE,62.6,2.8,0.0,No,No
2016-01-23,Hubballi,18.1,24.7,21.2,51.4,,10.3,S,36.3,6.1,0.0,No,No
2016-01-24,Mysuru,25.0,33.2,29.4,49.1,1008.7,15.9,NE,35.4,6.2,0.0,No,No
2016-01-25,Mysuru,16.8,25.4,21.5,47.3,1007.2,8.0,S,58.3,2.1,7.4,Yes,Yes
2016-01-26,Mangaluru,32.3,42.5,36.0,57.1,1016.8,13.2,NW,32.7,8.0,1.4,Yes,No
2016-01-27,Mangaluru,23.9,32.5,27.6,35.3,1007.8,16.4,NW,55.4,5.1,0.7,No,No
2016-01-28,Mangaluru,22.8,32.2,26.4,68.4,1011.7,11.4,SE,57.4,5.1,9.2,Yes,Yes
2016-01-29,Mangaluru,17.9,27.2,22.4,44.8,1010.9,17.0,E,50.7,7.4,0.0,No,No
2016-01-30,Belagavi,22.5,33.6,28.7,61.3,,13.5,SE,45.7,6.3,0.0,No,No
2016-01-31,Bengaluru,17.7,30.1,23.8,37.1,1014.8,19.1,NE,30.4,6.9,0.0,No,No
2016-02-01,Mangaluru,23.6,32.8,26.7,60.2,1003.4,19.8,NW,71.0,4.8,15.4,Yes,Yes
2016-02-02,Mysuru,33.5,40.5,36.5,60.0,1003.8,12.0,W,45.3,7.5,4.7,Yes,Yes
2016-02-03,Bengaluru,22.7,31.5,26.0,56.3,1012.6,14.5,N,41.4,6.9,3.7,Yes,No
2016-02-04,Bengaluru,26.3,36.8,31.1,39.6,1009.3,,W,39.6,7.5,0.0,No,No
2016-02-05,Belagavi,17.3,28.5,23.8,,1007.2,16.6,SW,49.6,5.7,0.0,No,No
2016-02-06,Hubballi,22.9,29.9,26.6,36.9,1014.5,14.1,NE,24.3,7.9,0.0,No,No
2016-02-07,Bengaluru,29.0,38.4,33.9,47.8,1010.3,14.7,E,35.7,7.2,0.0,No,No
2016-02-08,Belagavi,21.3,28.9,24.5,63.0,1009.5,12.9,S,40.9,5.7,0.0,No,Yes
2016-02-09,Belagavi,31.2,40.1,34.3,60.0,1013.1,,NW,61.7,4.2,1.4,Yes,Yes
2016-02-10,Belagavi,27.0,36.3,30.0,50.5,1007.2,19.0,SW,31.9,9.0,3.3,Yes,Yes
2016-02-11,Mangaluru,19.1,29.6,25.0,38.4,1016.9,16.3,NW,14.0,11.2,0.0,No,No
2016-02-12,Hubballi,26.8,35.5,29.9,57.6,1005.0,16.4,S,18.5,10.4,0.0,No,No
2016-02-13,Mangaluru,27.3,37.0,31.4,49.9,1012.2,16.5,NE,22.9,6.5,0.0,No,No
2016-02-14,Mysuru,24.5,35.7,30.1,21.7,1016.0,12.9,N,54.1,3.8,0.0,No,Yes
2016-02-15,Hubballi,15.9,26.6,21.4,58.7,1001.8,14.7,S,48.7,,0.0,No,Yes
2016-02-16,Mangaluru,21.7,30.4,24.9,48.9,1006.9,9.0,W,52.1,,3.5,Yes,Yes
2016-02-17,Hubballi,22.9,33.4,26.9,63.4,1014.3,18.4,S,58.4,1.8,7.4,Yes,Yes
2016-02-18,Mysuru,22.1,34.4,27.7,35.7,1014.3,2.1,SW,40.1,6.0,0.0,No,No
2016-02-19,Mangaluru,26.0,33.9,30.5,10.5,1007.6,12.9,,28.1,9.3,0.0,No,Yes
2016-02-20,Hubballi,24.0,31.9,28.9,51.8,1004.7,17.7,SW,61.4,6.1,6.2,Yes,Yes
2016-02-21,Mysuru,19.1,28.0,22.9,51.8,,7.6,E,47.9,5.4,0.0,No,No
2016-02-22,Belagavi,26.7,34.5,29.8,27.9,1014.2,14.6,W,57.1,4.7,0.0,No,No
2016-02-23,Hubballi,26.5,35.7,30.9,36.2,1002.4,10.3,N,48.8,6.6,0.0,No,Yes
2016-02-24,Mysuru,25.0,35.6,30.7,80.9,1002.1,11.5,S,48.1,7.1,13.7,Yes,Yes
2016-02-25,Belagavi,26.8,39.5,32.9,44.0,1009.2,,SE,35.1,6.4,0.0,No,No
2016-02-26,Mysuru,26.6,37.5,32.0,56.3,1011.2,13.6,NE,36.6,6.7,0.0,No,Yes
2016-02-27,Bengaluru,26.0,35.3,30.6,39.6,1006.5,,SW,59.1,4.4,0.0,No,Yes
2016-02-28,Mysuru,23.2,33.3,28.5,22.2,1011.3,,NW,27.8,6.1,0.0,No,No
2016-02-29,Mangaluru,16.4,28.6,22.2,45.1,1004.3,16.6,S,31.1,7.1,0.0,No,Yes
2016-03-01,Mangaluru,24.6,34.5,30.7,43.8,997.2,14.5,NE,47.3,5.7,7.4,Yes,Yes
2016-03-02,Mangaluru,26.5,32.9,29.8,42.1,1005.6,19.6,SW,40.4,5.1,0.0,No,Yes
2016-03-03,Mangaluru,23.9,35.1,30.2,,1008.0,19.3,S,47.6,6.8,0.0,No,No
2016-03-04,Bengaluru,20.8,30.9,24.0,49.8,1006.3,11.2,E,73.3,4.5,5.7,Yes,Yes
2016-03-05,Bengaluru,18.4,31.1,24.9,44.7,1001.8,22.5,N,56.6,6.1,0.7,No,No
2016-03-06,Bengaluru,28.9,38.1,33.5,,998.5,12.6,SE,37.9,5.9,0.0,No,No
2016-03-07,Belagavi,24.0,32.9,29.2,52.1,1004.9,8.6,SW,24.7,5.6,0.0,No,Yes
2016-03-08,Hubballi,27.9,37.4,32.1,22.8,1012.0,9.9,E,26.6,8.3,0.0,No,No
2016-03-09,Mangaluru,24.8,36.0,29.5,21.5,1013.7,3.3,NW,44.3,5.5,0.0,No,No
2016-03-10,Hubballi,23.2,35.5,29.6,54.9,1013.3,18.8,N,29.4,6.5,2.0,Yes,Yes
2016-03-11,Mangaluru,29.1,38.4,33.3,52.0,1003.3,18.7,E,77.9,2.0,11.3,Yes,Yes
2016-03-12,Mangaluru,22.2,33.4,27.5,45.1,1001.6,8.2,SW,,6.1,0.0,No,No
2016-03-13,Mangaluru,24.4,36.8,30.0,29.0,1009.8,11.3,W,37.3,8.8,0.0,No,Yes
2016-03-14,Bengaluru,24.2,33.0,27.8,37.2,1010.4,12.6,NE,29.9,6.9,0.0,No,No
2016-03-15,Belagavi,21.8,33.2,27.9,42.4,1009.2,8.4,S,49.4,4.6,0.0,No,Yes
2016-03-16,Mangaluru,21.5,33.4,28.5,,997.1,5.2,E,18.2,9.3,0.0,No,No
2016-03-17,Mangaluru,27.0,35.9,30.6,36.6,1002.8,11.3,W,72.1,4.2,3.2,Yes,Yes
2016-03-18,Mangaluru,21.8,33.4,27.9,53.2,1007.0,10.8,W,66.0,2.0,11.5,Yes,Yes
2016-03-19,Mysuru,31.3,38.7,34.8,62.5,1009.6,10.6,SW,64.7,5.4,15.5,Yes,Yes
2016-03-20,Mangaluru,19.5,31.5,26.3,40.2,1010.9,13.0,N,20.2,,0.0,No,No
2016-03-21,Bengaluru,24.5,32.2,29.1,54.3,1007.8,17.8,S,49.8,2.7,8.2,Yes,No
2016-03-22,Bengaluru,21.2,34.9,28.1,22.2,1008.7,10.9,SW,52.0,4.2,0.0,No,No
2016-03-23,Hubballi,32.4,38.9,35.7,53.1,1007.5,12.7,W,55.1,2.0,0.0,No,Yes
2016-03-24,Bengaluru,24.6,37.6,30.7,35.5,1010.5,14.9,NE,24.2,7.9,0.0,No,No
2016-03-25,Hubballi,29.2,41.0,34.1,48.8,1008.6,14.2,NE,34.8,8.3,0.0,No,No
2016-03-26,Belagavi,19.9,29.1,24.0,42.1,1007.4,9.6,,35.1,7.2,0.0,No,No
2016-03-27,Mysuru,25.1,35.4,31.0,60.9,1005.7,12.4,S,40.3,8.3,2.4,Yes,Yes
2016-03-28,Bengaluru,28.0,37.3,33.5,34.5,1007.4,14.2,NE,61.7,5.9,0.0,No,No
2016-03-29,Mangaluru,23.7,34.0,30.3,52.5,1009.4,7.5,E,17.2,10.6,0.0,No,No
2016-03-30,Belagavi,30.3,38.2,34.3,41.6,1008.3,17.1,NE,51.5,7.1,0.0,No,No
2016-03-31,Mangaluru,21.2,32.8,27.9,43.1,1008.9,17.7,NE,22.9,7.6,0.0,No,No
2016-04-01,Hubballi,30.1,41.6,35.6,42.8,1013.7,9.1,NE,27.7,7.8,0.0,No,No
2016-04-02,Hubballi,34.4,43.8,39.2,34.9,1008.3,12.8,W,8.8,8.2,0.0,No,No
2016-04-03,Mysuru,25.3,34.7,28.5,44.8,1003.8,14.6,SE,34.7,6.8,0.0,No,No
2016-04-04,Belagavi,22.1,33.5,28.2,44.3,,9.8,SW,65.4,4.6,6.7,Yes,Yes
2016-04-05,Hubballi,29.4,38.9,35.8,47.9,1000.2,13.9,,48.1,5.9,9.3,Yes,Yes
2016-04-06,Mangaluru,30.0,39.8,36.3,46.1,1001.6,12.7,SW,25.5,9.5,0.0,No,No
2016-04-07,Bengaluru,21.9,33.1,27.9,54.7,1008.7,6.2,NW,62.1,4.4,2.8,Yes,Yes
2016-04-08,Bengaluru,21.4,31.9,28.2,56.2,,13.9,NE,66.0,3.4,11.7,Yes,Yes
2016-04-09,Belagavi,22.4,34.2,28.8,32.6,1000.8,7.7,N,39.6,5.7,0.0,No,Yes
2016-04-10,Belagavi,17.8,29.3,24.5,55.6,1005.2,15.8,NW,77.8,4.3,1.9,Yes,Yes
2016-04-11,Hubballi,20.3,32.0,26.2,31.0,1004.1,9.4,S,49.7,4.2,0.0,No,No
2016-04-12,Bengaluru,19.5,30.0,25.8,52.4,1004.7,11.5,N,56.2,5.1,0.0,No,Yes
2016-04-13,Mysuru,22.6,33.0,26.7,52.8,1011.9,17.6,S,34.1,8.8,2.3,Yes,No
2016-04-14,Mysuru,24.0,34.2,29.6,22.5,1010.7,14.1,NW,43.4,6.7,0.0,No,No
2016-04-15,Mysuru,26.9,36.9,30.7,46.6,1007.1,7.8,SE,46.9,6.0,0.0,No,No
2016-04-16,Mysuru,32.6,39.0,35.9,39.9,1004.5,8.1,S,48.8,5.9,0.0,No,No
2016-04-17,Hubballi,20.4,30.3,25.7,36.5,1000.5,9.8,S,29.3,6.3,0.0,No,No
2016-04-18,Mangaluru,27.4,37.5,33.6,61.9,1014.4,13.8,E,51.7,4.7,0.0,No,Yes
2016-04-19,Mysuru,25.4,33.5,28.7,37.9,1010.3,13.7,SE,27.9,7.4,0.0,No,No
2016-04-20,Hubballi,25.6,36.1,29.3,36.2,1003.8,8.9,NE,7.3,9.7,0.0,No,No
2016-04-21,Mysuru,28.8,35.8,32.2,46.8,1011.0,7.6,SE,58.7,6.2,5.7,Yes,Yes
2016-04-22,Mysuru,19.4,28.3,25.0,54.3,1007.1,13.5,E,24.2,8.1,0.0,No,No
2016-04-23,Mangaluru,27.6,34.2,30.9,44.4,1006.0,11.6,W,44.4,7.9,5.6,Yes,No
2016-04-24,Mysuru,26.6,33.5,30.0,60.2,1009.7,21.0,S,54.1,7.4,0.0,No,Yes
2016-04-25,Hubballi,27.2,34.5,31.3,52.7,1003.8,12.6,NW,51.0,6.7,2.0,Yes,No
2016-04-26,Hubballi,26.3,36.1,30.4,20.3,1005.9,19.7,SW,28.9,9.1,0.0,No,No
2016-04-27,Bengaluru,33.8,42.5,39.0,40.2,1008.2,7.8,SE,45.1,5.0,1.3,Yes,Yes
2016-04-28,Belagavi,23.4,30.3,26.6,39.9,1005.2,6.3,E,48.0,4.6,5.3,Yes,Yes
2016-04-29,Mysuru,21.5,32.5,26.9,52.5,1011.1,8.1,SW,57.0,5.9,1.6,Yes,Yes
2016-04-30,Mysuru,21.8,31.3,26.5,15.4,1017.1,17.4,NE,57.2,3.6,0.0,No,No
2016-05-01,Hubballi,23.0,29.9,26.7,77.6,1004.0,19.7,S,,4.7,7.7,Yes,Yes
2016-05-02,Mysuru,20.7,33.2,26.3,53.5,999.5,9.6,SE,47.4,7.0,0.0,No,Yes
2016-05-03,Hubballi,29.2,38.9,33.5,49.1,997.9,10.9,SE,31.0,9.1,4.1,Yes,Yes
2016-05-04,Bengaluru,28.1,39.8,34.4,61.6,1007.2,8.1,NW,56.2,5.0,9.3,Yes,Yes
2016-05-05,Mysuru,19.4,32.7,26.3,75.7,1004.7,5.6,SW,65.3,3.8,14.0,Yes,Yes
2016-05-06,Bengaluru,19.1,31.8,25.2,58.2,1009.1,15.8,W,45.4,6.6,4.6,Yes,Yes
2016-05-07,Bengaluru,24.4,33.6,30.3,59.3,1008.8,13.9,W,56.9,4.0,5.7,Yes,Yes
2016-05-08,Belagavi,21.7,29.4,26.2,49.6,1000.2,,S,40.5,6.4,6.6,Yes,Yes
2016-05-09,Hubballi,25.7,36.9,30.8,46.5,999.2,7.5,W,53.7,5.5,9.2,Yes,Yes
2016-05-10,Bengaluru,25.8,34.8,29.0,42.7,1009.8,19.7,SE,55.8,5.3,0.0,No,Yes
2016-05-11,Hubballi,16.1,25.9,22.1,38.6,1009.1,11.2,S,53.9,,0.0,No,No
2016-05-12,Belagavi,28.5,38.5,34.2,40.5,1006.3,15.4,W,42.9,5.4,0.0,No,No
2016-05-13,Hubballi,31.0,40.6,35.1,32.7,1000.3,7.5,E,22.5,7.3,0.0,No,No
2016-05-14,Belagavi,20.3,31.5,25.4,48.1,1011.0,12.6,S,35.1,6.2,0.0,No,No
2016-05-15,Mysuru,20.5,31.6,26.2,29.0,1015.0,14.6,NE,45.5,4.3,0.0,No,No
2016-05-16,Belagavi,24.3,35.0,28.8,51.7,1010.1,14.8,S,82.4,3.5,5.6,Yes,Yes
2016-05-17,Belagavi,23.0,32.8,28.9,49.1,1004.6,14.1,SW,39.5,7.8,0.0,No,Yes
2016-05-18,Belagavi,23.9,34.4,30.1,51.5,1009.1,15.6,SE,52.5,6.6,2.4,Yes,No
2016-05-19,Mangaluru,31.5,38.8,35.4,43.7,1002.2,9.1,SW,34.1,6.8,0.0,No,No
2016-05-20,Bengaluru,22.3,33.5,26.5,87.1,,14.5,S,45.2,5.3,2.5,Yes,Yes
2016-05-21,Hubballi,19.3,30.2,24.0,66.7,1009.5,14.2,NW,41.5,7.4,3.0,Yes,Yes
2016-05-22,Hubballi,17.6,27.4,21.5,35.6,1000.4,14.8,S,8.0,10.1,0.0,No,No
2016-05-23,Mangaluru,17.9,27.8,24.0,53.5,1007.8,14.2,S,66.7,4.7,4.4,Yes,Yes
2016-05-24,Mysuru,21.4,32.5,26.7,43.7,1011.7,8.9,NE,9.0,11.3,0.0,No,No
2016-05-25,Bengaluru,29.4,40.3,33.9,39.0,1007.8,8.8,SW,36.6,6.9,0.0,No,No
2016-05-26,Bengaluru,21.5,30.8,24.5,35.3,1008.2,5.3,NE,21.4,7.9,0.0,No,No
2016-05-27,Bengaluru,23.1,33.4,27.4,56.8,1003.5,17.5,SE,34.4,,0.0,No,No
2016-05-28,Bengaluru,20.0,30.9,26.3,43.6,1012.6,17.6,SW,63.1,2.9,0.0,No,Yes
2016-05-29,Mangaluru,25.0,37.1,31.0,63.6,1006.6,17.7,SE,53.5,6.3,12.0,Yes,Yes
2016-05-30,Hubballi,33.0,41.2,36.2,64.2,999.1,15.6,S,36.2,6.9,12.9,Yes,Yes
2016-05-31,Mysuru,17.7,28.5,23.9,68.9,1008.1,6.0,N,43.7,7.0,19.9,Yes,Yes
2016-06-01,Mysuru,20.2,30.8,23.9,42.5,1015.0,10.5,SW,30.5,9.7,0.1,No,No
2016-06-02,Mysuru,23.0,33.5,30.0,58.6,1008.2,15.3,E,47.8,5.5,0.0,No,Yes
2016-06-03,Mangaluru,21.9,34.8,28.4,60.7,1018.9,15.3,S,51.9,2.9,0.0,No,No
2016-06-04,Mangaluru,26.3,37.2,32.9,47.7,1012.5,13.9,W,72.5,4.5,3.1,Yes,Yes
2016-06-05,Belagavi,21.7,32.8,27.7,44.3,1012.1,16.3,W,14.0,9.0,0.0,No,No
2016-06-06,Mangaluru,18.0,28.3,23.9,73.1,1009.9,15.0,E,53.7,4.6,8.9,Yes,Yes
2016-06-07,Bengaluru,23.5,32.5,27.5,,1010.3,15.5,NE,43.0,6.9,14.4,Yes,Yes
2016-06-08,Hubballi,24.1,35.7,29.5,61.9,1009.4,12.5,SE,64.0,5.6,0.9,No,Yes
2016-06-09,Mysuru,22.4,31.9,28.2,44.7,1009.3,19.1,N,48.2,4.8,0.0,No,Yes
2016-06-10,Mangaluru,22.7,32.8,26.8,40.2,1013.6,13.5,W,49.9,5.5,4.4,Yes,No
2016-06-11,Hubballi,24.3,33.7,28.9,48.2,1006.3,10.0,SE,49.5,7.7,0.0,No,Yes
2016-06-12,Bengaluru,22.4,35.9,29.2,53.8,1005.7,12.3,NE,32.5,6.4,0.5,No,No
2016-06-13,Mangaluru,25.3,35.1,29.9,42.8,1005.6,14.1,S,60.3,,7.5,Yes,Yes
2016-06-14,Mangaluru,22.6,30.0,26.9,55.7,1021.5,19.6,NW,59.2,1.9,2.0,Yes,No
2016-06-15,Hubballi,20.0,30.1,23.5,35.8,1014.1,15.5,NE,53.0,3.8,0.0,No,No
2016-06-16,Bengaluru,20.2,31.3,24.6,42.8,1013.0,15.0,N,61.1,5.1,4.1,Yes,Yes
2016-06-17,Mangaluru,23.2,32.4,28.7,64.6,1006.3,10.8,S,57.1,6.7,2.4,Yes,Yes
2016-06-18,Hubballi,16.9,27.3,20.5,64.0,1014.8,19.1,SW,72.8,2.3,5.2,Yes,Yes
2016-06-19,Bengaluru,19.6,29.8,25.1,52.3,1011.2,,W,51.6,5.8,3.4,Yes,Yes
